serie,episode,content,name,time,likes_count,answer_count,sentiment,keywords,categories
safia,9,هاذي صفية منين جابوها  حبة واعرة,@HamzaHamza-j9w6g,4 weeks ago,6,1,positive,appreciation,Praise for the Series
safia,9,ممثلة قديمة ولعبت دور ربيعة مع لاز,@mkhatiri4615,4 weeks ago,1,0,positive,appreciation,Praise for the Series
safia,9,عقلية كلب و طاي قطة,@Thepearl-m6y,4 weeks ago, ,0,humorous,humor,Appreciation for Characters
safia,9,خخخخ سمعتو قتلها بغرير ميكسور مدرش ثقبات هههه,@اسلاممحمد-ر5ز,4 weeks ago, ,0,humorous,humor,Appreciation for Characters
safia,9,الحمدلله على بلدنا مثلنا كلش ضحك,@اسلاممحمد-ر5ز,4 weeks ago,2,0,positive,country,Praise for the Series
safia,9,La musique est dérangeante,@Mina-eq5ot,4 weeks ago, ,0,negative,criticism,Criticism of the Ending
safia,9,حاسه عبد القادر راح يطلق صفيه ف الاخر😢,@HamicheNajla,4 weeks ago, ,0,negative,divorce,Criticism of the Ending
safia,9,عقلية كلب و طاي قطة 😅😅😅😅,@الجزائريةالحرة-ه6و,4 weeks ago, ,0,humorous,humor,Appreciation for Characters
safia,9,نسقسكم علاه نقلو سيد عبد القادر,@RimaBr-x7y,4 weeks ago,1,0,neutral,curiosity,Character Analysis
safia,9,مسلسل صفية رائع جدا😂❤,@LinalinaMalika,4 weeks ago,2,0,positive,appreciation,Praise for the Series
safia,9,صافية نمبر 1❤❤❤❤,@souhila81,4 weeks ago, ,0,positive,appreciation,Praise for the Series
safia,9,عقليا كلب وطاي قطا 😂😂😂😂😂😂,@omtaj4106,4 weeks ago, ,0,humorous,humor,Appreciation for Characters
safia,9,دربها بوحد النوضة خلاها قاعدة وحدها 👌🤣🫵🤣🫵👌😂😅🤪,@yacineconstantine-l9b,4 weeks ago,2,2,humorous,humor,Appreciation for Characters
safia,9,هادو هوما الرجال غير يزعفو منك يروحوا ويخليوك وحدك تهدري مع الحيوط ☹️😖😖😣🙀😂👌 ما يقيموكش حتى يرجعوك تخبطي في راسك ومايسمعش بيك أخر همو نتيا راهو يشوف فيك حاجا ديمودي أو بلأحرا قديمة 👌🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤲🤲🤲🤲,@yacineconstantine-l9b,4 weeks ago,1,0,negative,disappointment,Criticism of the Ending
safia,9,شفتي ياختي يقولك نحبك وكي جي فالهدرة يروح و يخليك حتى ولادو رفدو طبايعو ​ @yacineconstantine-l9b ,@YrGhig,4 weeks ago, ,0,negative,disappointment,Criticism of the Ending
safia,9,😂😂😂,@mebarkifatimazahranoressal1772,4 weeks ago, ,0,humorous,humor,Appreciation for Characters
safia,9,شابو صفية,@nourgsm6663,4 weeks ago,1,0,positive,appreciation,Praise for the Series
safia,9,مسلسل صفيه رقم 1 في شهر رمضان ياريت كون داروه ساعه يخلاص بلخف 😢,@Dizney48-o7q,4 weeks ago,3,0,positive,appreciation,Praise for the Series
safia,9,Yedha mliha li tedlekha tewled 🤣🤣🤣🤣,@lolachurchill7798,4 weeks ago, ,0,humorous,humor,Appreciation for Characters
safia,9,❤❤❤❤❤🎉🎉🎉❤❤❤,@SabrinaSa-w3t,4 weeks ago, ,0,positive,love,Emotional Response
safia,9,يايما قتلتني بدحك,@SisiLa-r4c,4 weeks ago,1,0,humorous,humor,Appreciation for Characters
safia,9,❤❤❤❤❤❤,@atikadel5657,4 weeks ago, ,0,positive,love,Emotional Response
safia,9,أغنية الجنيريك ماعندها حتى معنى و لا كلمات لا تلحين . تيري برك 😂😂😂😂😂,@Nasim-London2013,4 weeks ago (edited),1,2,negative,criticism,Criticism of the Ending
safia,9,لالا لالا ولا لالاولالا,@YrGhig,4 weeks ago, ,0,neutral,song,Character Analysis
safia,9,@YrGhig  ههههههه🤪😅🙈,@Nasim-London2013,4 weeks ago,1,0,humorous,humor,Appreciation for Characters
safia,9,افضل واحسن مسلسل ينحي ضيق الخاطر,@AminaZidol,4 weeks ago, ,0,positive,appreciation,Praise for the Series
safia,9,جويدة مباركي 😅صفي هنا,@walid16hajji,4 weeks ago, ,0,humorous,humor,Appreciation for Characters
safia,9,امنيتي 10 جام😅🙂,@Khadidjasd-x5g,4 weeks ago,140,2,positive,likes,Praise for the Series
safia,9,هاكي 10 😂😂😂😂😂😂,@nsoumaralgerienne7123,2 weeks ago, ,0,humorous,humor,Appreciation for Characters
safia,9,@nsoumaralgerienne7123  اووووو صحيتو😭😂😂,@Khadidjasd-x5g,2 weeks ago, ,0,humorous,humor,Appreciation for Characters
safia,9,ضحكتني على ميرو,@khaldiaslimane376,4 weeks ago, ,0,humorous,humor,Appreciation for Characters
safia,9,صفية تهبلين نحبك❤😂,@يوسفأكلوف,4 weeks ago, ,0,positive,appreciation,Praise for the Series
safia,9,Les faux comptes vu 😅😅😅😅,@lamia-mahiddine,4 weeks ago, ,0,humorous,humor,Appreciation for Characters
safia,9,❤❤,@imipop1808,4 weeks ago, ,0,positive,love,Emotional Response
safia,9,علاقداش راهو يلعب,@randaselmane8962,4 weeks ago, ,0,neutral,curiosity,Character Analysis
safia,9,"تخيل ان تعتق الناس وتفوز بالاجور بينما انت تضيع وقتا يقرأ فيه غيرك 3 أجزاء في مسلسل تعلم جيدا انه مجرد خيال مؤلف 
وتمثيل اشخاص هذا هو عملهم
او برامج لا تجد وقتا تعرض فيه معروضاتها الا في رمضان!!! 
وكأي طلاب دنيا ... اختاروا احسن الاوقات لتصدير بضاعتهم
بينما انت ضيعت فرصة الاصلاح والتوبة والمغفرة وانت من مسلسل لاخر 
هي تذكرة من قلبي لقلوبكم 
بحب واشفاق وارجوا ان تنتفعوا منها ...
شد الهمة الايام تمضي من بين ايدينا 
تزودوا فان العام طويل والفتن كثيرة وحاجتنا للحسنات احتياج الضمآن للماء 
فتزودوا واغترفوا فقريبا نقول كان رمضان!!",@thekeysofrelief111,4 weeks ago,4,0,neutral,Ramadan - TV series - entertainment - religious reflection,Emotional Response - Expectation vs. Reality
safia,9,صفية وحدك❤❤❤,@FATIFati-uj7if,4 weeks ago,1,0,positive,Safiya - love,Appreciation for Characters
safia,9,اتقنت ربيعة الدور سلسل رائع افضل من طيموشة اللي فيه كل نجوم الجزائر لكن باين فاشل,@difamir-lm8jr,4 weeks ago,2,0,positive,Rabiaa - acting - series,Praise for the Series - Character Analysis
safia,9,علاش يا شروق tv ديروا اشهار تاع كوكاكولا ما تحشموش عيب عليكم تشربوا في دم خوتكم,@nadjetbc3816,4 weeks ago,11,1,negative,Coca-Cola advertisement - shame,Criticism of the Ending
safia,9,C'EST QUE ILS FONT LA PUB POUR COCA ET SIGNAL,@LALI-BAD,4 weeks ago (edited), ,0,negative,Coca-Cola and Signal advertisement,Criticism of the Ending
safia,9,ههههه عجبتني هدي بالاك دوق تجيب درالي,@mohammedt-x9f,4 weeks ago,1,0,positive,funny moment - entertainment,Emotional Response
safia,9,ربي يحفظكم ويسعدكم ادعيولي لولدي صبري الهداية وااحبس المخدرات,@HamzaElberkani,4 weeks ago,2,0,positive,prayer - son's guidance,Emotional Response
safia,9,❤❤😘👍,@WWarda-p8o,4 weeks ago, ,0,positive,love - support,Appreciation for Characters
safia,9,Jit natfaraj bakri liom 😂,@SaraMimj,4 weeks ago, ,2,positive,watching TV - enjoyment,Emotional Response
safia,9,هايلين الله يبارك,@hassinaaruon7602,4 weeks ago, ,0,positive,excellent - appreciation,Praise for the Series
safia,9,@hassinaaruon7602  oui 😂,@SaraMimj,3 weeks ago, ,0,positive,agreement - amusement,Emotional Response
safia,9,صحا فطوركم جماعة ❤❤😊😊,@Gloriesofwarrios,4 weeks ago,4,0,positive,Ramadan greeting - good wishes,Emotional Response
safia,9,هذا كلب يخافو منو الناس عقلية كلب و طاي قطة  😂😂😂😂😂,@koukipharm865,4 weeks ago, ,0,negative,criticism - character behavior,Criticism of the Ending - Character Analysis
safia,9,عقلية كلب ولاطاي قطة ههههههه😂😂😂😂😂,@hind-wp7rs,4 weeks ago,1,0,negative,criticism - character behavior,Criticism of the Ending - Character Analysis
safia,9,صفية حنينة طيبة القلب ونية مسكينة لكن مدلها ربي راجل على حساب قلبها صح ولا لا,@القرآن1,4 weeks ago,7,0,neutral,Safiya - character analysis,Character Analysis
safia,9,ههههههه ثقتل بالضحكل,@bibabiba544,4 weeks ago, ,0,positive,laughter - enjoyment,Emotional Response
safia,9,😂😂😂😂😂😂❤,@ayoubinfo622,4 weeks ago,1,0,positive,laughter - joy,Emotional Response
safia,9,خسارة ماطولش الحلقة بصح  هايلة,@Plant.nourhoda,4 weeks ago, ,0,positive,episode length - excellent,Praise for the Series
safia,9,ميرو ياكل البغرير هههه,@souboula,4 weeks ago,1,0,positive,funny moment - character,Emotional Response
safia,9,صافية وريلي هد لمرا نروح ندلك عندها 😢😢😢راني بلاذراري😢😢😢,@MohamedMoh-hk7dz,4 weeks ago,13,5,positive,Safiya - admiration,Appreciation for Characters
safia,9,ربي يرزقك حنونة كي اليوم ان شاء الله ❤,@taharhamdaoui5952,4 weeks ago, ,0,positive,good wishes - hope,Emotional Response
safia,9,انا ثاتي دلكت باش حملت,@اميجنة-س6ف5م,4 weeks ago,1,0,positive,personal experience - pregnancy,Emotional Response
safia,9,حمد الله ياربي، ربي يرزق كل محروم ❤​ @اميجنة-س6ف5م ,@lynalina2349,4 weeks ago, ,0,positive,gratitude - good wishes,Emotional Response
safia,9,ربي يفرحك ويعمر حجرك نشاله ❤,@SifeOussaude,4 weeks ago, ,0,positive,good wishes - hope,Emotional Response
safia,9,كيفاه يدلكو ​ @اميجنة-س6ف5م ,@بلقيسملكة,3 weeks ago, ,0,neutral,question - pregnancy,Emotional Response
safia,9,لي فو كونت راهم دايرين حالة😅😅😅,@AmelDeutsch,4 weeks ago,25,0,positive,funny moment - amusement,Emotional Response
safia,9,افضل مسلسل,@نهىمرام-ذ7ق,4 weeks ago, ,0,positive,best series - appreciation,Praise for the Series
safia,9,أول مرة نحس بأننا فعلا ننتج مسلسلات جزائرية حرة 💯,@missakukumaskukumas6162,4 weeks ago,10,0,positive,Algerian series - pride,Praise for the Series
safia,9,ياااناس اترحمو على ماما الله يرحمها 😢,@نصائحمنالقلبالفراشةالصغير,4 weeks ago,270,58,negative,condolences - sympathy,Emotional Response
safia,9,الله يرحمها ويوسع عليها,@Djalila-cb4un,4 weeks ago,6,0,negative,condolences - sympathy,Emotional Response
safia,9,الله يرحمها ويسكنها الجنه الفردوس الأعلى,@HamzaElberkani,4 weeks ago,4,0,negative,condolences - sympathy,Emotional Response
safia,9,ربي يرحمها,@nourhamdini416,4 weeks ago,2,0,negative,condolences - sympathy,Emotional Response
safia,9,الله يرحمها ان شاءلله ويغفر لها ويجعل قبرها روضة من رياض الجنة,@Nessma4404,4 weeks ago,2,0,negative,condolences - sympathy,Emotional Response
safia,9,",ربي يرحمها أن شاء ألله  و يسكنها فسيح جناته",@samiaogal7432,4 weeks ago,1,0,negative,condolences - sympathy,Emotional Response
safia,9,الله يرحمها ويوسع عليها,@LinalinaALaa,4 weeks ago,1,0,negative,condolences - sympathy,Emotional Response
safia,9,ربي يرحمها 😢,@Farouk.09,4 weeks ago,1,0,negative,condolences - sympathy,Emotional Response
safia,9,ربي يرحمها ان شاء الله,@MamiBourada,4 weeks ago,1,0,negative,condolences - sympathy,Emotional Response
safia,9,ربي يرحمها ويغفرلها ويجعلها مثواها الجنة انشاءالله 😢,@AminNa-v2t,4 weeks ago,1,0,negative,condolences - sympathy,Emotional Response
safia,9,ربي يرحمها,@ghefsisaida8647,4 weeks ago,1,0,negative,condolences - sympathy,Emotional Response
safia,9,اللهم اغفر لها وارحمها,@mohamedabidi3719,4 weeks ago,1,0,negative,condolences - sympathy,Emotional Response
safia,9,الله يرحمها و يغغر لها,@zahidaelkolli8202,4 weeks ago,1,0,negative,condolences - sympathy,Emotional Response
safia,9,الله يرحمها,@chahinezmaria3926,4 weeks ago,1,0,negative,condolences - sympathy,Emotional Response
safia,9,الله يرحمها ويغفر لها ويسكنها فسيح جناته يارب,@ChiNO-d5v,4 weeks ago,1,0,negative,condolences - sympathy,Emotional Response
safia,9,ربي يرحمها ويجعل مثواها الجنة وربي يصبرك على فراقها,@tassaditcherifi3761,4 weeks ago,1,0,negative,condolences - sympathy,Emotional Response
safia,9,ربي يرحمها  وصبرك😢,@KaderKader-cb6kc,4 weeks ago,1,0,negative,condolences - sympathy,Emotional Response
safia,9,الله يرحمها ربي عونك 😢,@ouahabimanel3980,4 weeks ago,1,0,negative,condolences - sympathy,Emotional Response
safia,9,ربي يرحمها,@MaLak-xo8wt,4 weeks ago,1,0,negative,condolences - sympathy,Emotional Response
safia,9,الله يرحمها ❤,@assiafrms9657,4 weeks ago,1,0,negative,condolences - sympathy,Emotional Response
safia,9,الله يرحمها ويجعلها من أهل الجنة ويجعل قبرها روضة من رياض الجنة ويغفر لها ما تقدم و ما تأخر و يجعلها في الفردوس الأعلى اللهم آمين يارب العالمين.,@asmaabada,4 weeks ago,1,0,negative,condolences - sympathy,Emotional Response
safia,9,الله يرحمها ويصبركم الصبر الجميل والسلوان و الثبات و العوض القريب العاجل يارب يارب يارب العالمين,@asmaabada,4 weeks ago,1,0,negative,condolences - sympathy,Emotional Response
safia,9,الله يرحمها ويرحم جميع الموتى آمين يارب العالمين و الله يصبرك ويصبركم جميعا آمين يارب العالمين,@belhh,4 weeks ago,1,0,negative,condolences - sympathy,Emotional Response
safia,9,الله يرحمها,@dalilaseffak9939,4 weeks ago,1,0,negative,condolences - sympathy,Emotional Response
safia,9,ربي يرحمها,@sihemmokaddem2904,4 weeks ago,1,0,negative,condolences - sympathy,Emotional Response
safia,9,ربي يرحمها ويغفر لها ويجعل قبرها روضة من رياض الجنة نسأل الله لها المغفرة والرحمة والثبات وجنة الفردوس الاعلى ويرزقكم الصبر والرضى بقدر الله 😢😢😢,@NadiAKrd-u6d,4 weeks ago,1,0,negative,condolences - sympathy,Emotional Response
safia,9,Allah yarhamha al 3adama allah adjrakoum,@saida-jd9ft,4 weeks ago,1,0,negative,condolences - sympathy,Emotional Response
safia,9,ربي يرحمها وربي يصبرك عليها 😢,@عطرالنداء-ح5ث,4 weeks ago,1,0,negative,condolences - sympathy,Emotional Response
safia,9,ربي يرحمها و يرحم ماما.وكل موتى المسلمين,@sidsoumia5800,4 weeks ago,1,0,negative,condolences - sympathy,Emotional Response
safia,9,الله يرحمها ويجعل مثواه الجنة. او الله يصبركم,@sisimimi9050,4 weeks ago,1,0,negative,condolences - sympathy,Emotional Response
safia,9,ريي يرحمها برحمته الواسعة ويسكنها فسيح جناته,@kollaikram8327,4 weeks ago, ,0,negative,condolences - sympathy,Emotional Response
safia,9,الله يرحمها ويدخلها فسيح جناته,@HayethayetHayet-lk7hw,4 weeks ago, ,0,negative,condolences - sympathy,Emotional Response
safia,9,ربي يرحمها,@اولادياحبابي-ز6ض,4 weeks ago, ,0,negative,condolences - sympathy,Emotional Response
safia,9,رحمها الله و أسكنها فسيح جناته,@houdaiko4919,4 weeks ago, ,0,negative,condolences - sympathy,Emotional Response
safia,9,الله يرحمها ويغفر لها ويسكنها الفردوس الأعلى يارب العالمين وربي يصبركم على فراقها آمين يارب العالمين,@Khadijaboutaleb-j5b,4 weeks ago, ,0,negative,condolences - sympathy,Emotional Response
safia,9,ربي يرحمها و ايصبركم على فراقها,@elbrillodelaestrella2548,4 weeks ago, ,0,negative,condolences - sympathy,Emotional Response
safia,9,ربي يرحمها ان شاءالله,@MaissaKh-es3dk,4 weeks ago, ,0,negative,condolences - sympathy,Emotional Response
safia,9,الله يرحمها ويجعل مثواها الجنة,@mimamanalmanal6471,4 weeks ago, ,0,negative,condolences - sympathy,Emotional Response
safia,9,ربي يرحمها مع جميع لميمات لي ماتو,@anissakh4397,4 weeks ago, ,0,negative,condolences - sympathy,Emotional Response
safia,9,ربي يرحمها😢,@arutghdghffg,4 weeks ago, ,0,negative,condolences - sympathy,Emotional Response
safia,9,ربي يرحمها,@Laflecherose,4 weeks ago, ,0,negative,condolences - sympathy,Emotional Response
safia,9,ربي يرحمها,@Rimi-x4s7,4 weeks ago, ,0,negative,condolences - sympathy,Emotional Response
safia,9,ربي يرحمها ويجعل مثواها الجنة يارب,@SalmaSalma-ss9rz,4 weeks ago, ,0,negative,condolences - sympathy,Emotional Response
safia,9,هذه ماشي صفيه هذه ياسمين غيرت لها برك الاسم باش تضحك❤❤❤❤❤❤❤,@billysamsung1118,4 weeks ago, ,0,positive,Safiya - character - actress,Character Analysis
safia,9,ربي يرحمها,@ChobaulaAyachi-jl4cp,4 weeks ago, ,0,negative,condolences - sympathy,Emotional Response
safia,9,ربي يرحمها ويوسع عليها ويجعلها من اهل حتى يارب,@mohamedladraa7448,4 weeks ago, ,0,negative,condolences - sympathy,Emotional Response
safia,9,عيشك كيفاه راهي حالك😢,@BouthainaBibo-y3i,4 weeks ago, ,0,neutral,concern - inquiry,Emotional Response
safia,9,الله يرحمها و يجعلها من فسيح جناته❤😢,@FoukaAbdelkader-s2h,4 weeks ago, ,0,negative,condolences - sympathy,Emotional Response
safia,9,@BouthainaBibo-y3i  حمد لله الي في لقلب يعلم بيه ربي صبحانو يسقسي عليك لخير,@نصائحمنالقلبالفراشةالصغير,4 weeks ago, ,0,positive,greeting - inquiry,Emotional Response
safia,9,ربي يرحمها,@azer-zj9zm,4 weeks ago, ,0,negative,condolences - sympathy,Emotional Response
safia,9,الله يرحمها و يدخلها الجنة من أبوابها الواسعة.,@traductriceinterpreterazik7841,4 weeks ago, ,0,negative,condolences - sympathy,Emotional Response
safia,9,ربي يرحمها ان شاء الله,@nesrinesousou,4 weeks ago, ,0,negative,condolences - sympathy,Emotional Response
safia,9,ربي يرحمها ويوسع عليها,@sazisalwa8638,3 weeks ago, ,0,negative,condolences - sympathy,Emotional Response
safia,9,ربي يرحمها ويجعل مثواها الجنة الفردوس وييصبرك يابنتي🤲🤲🤲🤲,@lareinedesud2030,3 weeks ago, ,0,negative,condolences - sympathy,Emotional Response
safia,9,ربي يرحمها😢,@mhd9110,3 weeks ago, ,0,negative,condolences - sympathy,Emotional Response
safia,9,ربي يرحمها 😢,@سرسوبعبدالكريم,3 weeks ago, ,0,negative,condolences - sympathy,Emotional Response
safia,9,ربي يرحمها ويرحم أبي وجميع موتى المسلمين والمسلمات,@ammoun2416,2 weeks ago, ,0,negative,condolences - sympathy,Emotional Response
safia,9,الله يرحمها ان شاء الله 🤲🏻🤲🏻🤲🏻,@dalilatayeb8195,2 days ago, ,0,negative,condolences - sympathy,Emotional Response
safia,9,Allah yarham kol mawtana,@FouziaFifi-d3q,5 hours ago, ,0,negative,condolences - sympathy,Emotional Response
safia,9,صفية 😊😊😊😊❤❤❤❤❤❤,@missakukumaskukumas6162,4 weeks ago, ,0,positive,Safiya - admiration,Appreciation for Characters
safia,9,"علاش راني حاسة بلي ميرو.  ماشي وليدها..  
يكون كاش كلب مربياتو 😂..  تمثيل في القمة",@YamondaAmir,4 weeks ago,82,11,positive,funny moment - character,Emotional Response
safia,9,والله كيما انا 😂😂,@sanatala3051,4 weeks ago,5,0,positive,agreement - amusement,Emotional Response
safia,9,صح😅,@ellna8685,4 weeks ago, ,0,positive,agreement - amusement,Emotional Response
safia,9,ههههه هههه,@larosedevie8700,4 weeks ago, ,0,positive,laughter - enjoyment,Emotional Response
safia,9,حتى انا كنت حاسة ماشي وليدها,@assialekhal6835,4 weeks ago,3,0,positive,agreement - amusement,Emotional Response
safia,9,ههه حتى انا😂,@LinaShayma,4 weeks ago, ,0,positive,agreement - amusement,Emotional Response
safia,9,ههه نفس الشى,@madinabns48,4 weeks ago, ,0,positive,agreement - amusement,Emotional Response
safia,9,كيفي هههه,@SarahBibicha,4 weeks ago, ,0,positive,agreement - amusement,Emotional Response
safia,9,هكذا قلت انا,@SousouOui-h8y,4 weeks ago, ,0,positive,agreement - amusement,Emotional Response
safia,9,Nefs el takhmem,@MamaMkh-v1z,4 weeks ago, ,0,positive,agreement - amusement,Emotional Response
safia,9,ههه مم انا,@Zarabousis,4 weeks ago, ,0,positive,agreement - amusement,Emotional Response
safia,9,ههههه نفس احساسي 😂,@NesrineBenhassine,4 weeks ago, ,0,positive,agreement - amusement,Emotional Response
safia,9,صحا فطوركم لي يشوف كومونتار ديالي يدعيلي ان شاء الله رمضان الجاي نكون في داري ❤❤❤,@lydiakabyle6087,4 weeks ago,13,3,positive,Ramadan - home,Emotional Response
safia,9,إن شاء الله ربي يفرحك,@NanaCH-d2j,4 weeks ago, ,0,positive,happiness,Emotional Response
safia,9,نشالله ربي يوفقك,@MimiAmina-s7m,4 weeks ago, ,0,positive,success,Emotional Response
safia,9,ان شاء الله ربي يرزقك برنوس الستر,@HadoucheMiss,4 weeks ago, ,0,positive,blessing,Emotional Response
safia,9,🐣,@KAHLI.L,4 weeks ago, ,0,neutral,,
safia,9,السلام,@IdrisRamdani-u7v,4 weeks ago, ,0,neutral,greeting,Emotional Response
safia,9,اعطيني لغوسات نتاع البغرير😅,@samsoumamannai4147,4 weeks ago,1,0,humorous,food,Emotional Response
safia,9,وكت يجي الباعة,@IdrisRamdani-u7v,4 weeks ago, ,0,neutral,seller,Character Analysis
safia,9,هذه أروع سلسلة هذا العام,@kribkr6126,4 weeks ago,1,0,positive,series,Praise for the Series
safia,9,صافية سلسلة فكاهية تحاكي الواقع عن البساطة والعمل الجماعي في المجتمعات العربية وخاصة الجزائرية وهذا راجع لي مواهب وكريزما الممثلين وكذلك دقة التصوير كل شكر لكل الممثلين والطاقم الإنتاجي على هذا العمل رائع,@Nabil.AsliOfficiel,4 weeks ago,54,3,positive,series - actors - production,Praise for the Series - Appreciation for Characters
safia,9,A quelle heure est diffusé,@salimabenlarbi4652,4 weeks ago,1,0,neutral,broadcast,Demand for More Content
safia,9,A 19h,@larbi9694,4 weeks ago,2,0,neutral,time,Demand for More Content
safia,9,انت و الكذب كل فيديوهات,@harounblho,4 weeks ago, ,0,negative,lie,Criticism of the Ending
safia,9,"الحمد لله الشاشة الجزائرية 🇩🇿 هذا العام تحتل الصدارة في ترند ببرامجها ومسلسلاتها الجميلة ❤🙏
أتقدم بخالص الشكر لجميع الفنانين الذين قدمو أفضل الأعمال الفنية وللجمهور الداعم لهم 💖💖",@Nabil.AsliOfficiel,4 weeks ago,4,0,positive,Algerian - screen - actors,Praise for the Series - Appreciation for Characters
safia,9,شكراً لشركة الإنتاج وكل الطاقم الفني بما فيهم جميع الفنانين المشاركين في المسلسل على هذا الأداء الرائع المقدم للجمهور العزيز 🙏❤️ .شكراً 💞,@Nabil.AsliOfficiel,4 weeks ago,13,1,positive,production - actors,Praise for the Series - Appreciation for Characters
safia,9,J’ai souhaité ce que toi qui a jouer le rôle Abdelkader vous avez jouer un duo formidable l Anne passe fi elbateha,@asbaircr7473,11 days ago, ,0,positive,actor - role,Appreciation for Characters
safia,9,أكثر ما جذب انتباهي في هذا المسلسل هو اللباس المحتشم الجميل . تحياتي لكل الفنانين المشاركين في هذه التحفة الفنية ولكل طاقم الفني .لقد أبدعتم ❤,@Nabil.AsliOfficiel,4 weeks ago,11,0,positive,clothing - actors,Appreciation for Characters
safia,9,"الحمد لله الشاشة الجزائرية 🇩🇿 هذا العام تحتل الصدارة في ترند ببرامجها ومسلسلاتها الجميلة ❤🙏
أتقدم بخالص الشكر لجميع الفنانين الذين قدمو أفضل الأعمال الفنية وللجمهور الداعم لهم 💖💖",@Numidia.Lezoul.Officiel,4 weeks ago,16,1,positive,Algerian - screen - actors,Praise for the Series - Appreciation for Characters
safia,9,رحمة ربي❤❤❤,@YuRi-n1l,4 weeks ago, ,0,positive,mercy,Emotional Response
safia,9,أكثر ما جذب انتباهي في هذا المسلسل هو اللباس المحتشم الجميل . تحياتي لكل الفنانين المشاركين في هذه التحفة الفنية ولكل طاقم الفني .لقد أبدعتم ❤,@Numidia.Lezoul.Officiel,4 weeks ago,39,1,positive,clothing - actors,Appreciation for Characters
safia,9,ديما نشوف تعليقك مكرهتيش ونت تعلقي نفس التعليق وزيد مسلسلاتنا يلبسو لباس محتشم,@JumanaJuma-uc8ke,4 weeks ago,4,0,negative,comment,Criticism of the Ending
safia,9,شكراً لشركة الإنتاج وكل الطاقم الفني بما فيهم جميع الفنانين المشاركين في المسلسل على هذا الأداء الرائع المقدم للجمهور العزيز 🙏❤️ .شكراً 💞,@Numidia.Lezoul.Officiel,4 weeks ago,8,0,positive,production - actors,Praise for the Series - Appreciation for Characters
safia,9,ديرونا رباعة,@adamhala4006,4 weeks ago,2,0,neutral,season,Demand for More Content
safia,9,❤😂,@MoufidaDaiche-h3e,4 weeks ago,1,0,positive,,Emotional Response
safia,9,أوائل يبانوا هنا😅,@سندس.سندس31,4 weeks ago,8,0,humorous,first,Emotional Response
safia,9,نهار كامل ونت صايم زيد صلي على على الرسول وخبط جام 🙂,@Faical_an2,4 weeks ago,240,11,humorous,fasting,Emotional Response
safia,9,صلى الله عليه و سلم,@achwekkorieb2161,4 weeks ago,7,0,positive,prophet,Emotional Response
safia,9,صلى الله عليه و سلم,@بياضالثلج-ن7و,4 weeks ago,3,0,positive,prophet,Emotional Response
safia,9,لي يصلي على الرسول صل الله عليه وسلم بلاما يخبطوك بجام,@JumanaJuma-uc8ke,4 weeks ago,5,0,humorous,prophet,Emotional Response
safia,9,اللهم صلي وسلم وبارك على سيدنا محمد وعلى آله الطيبين الطاهرين اجمعين يارب,@fadwakhelif-jv9if,4 weeks ago,3,0,positive,prophet,Emotional Response
safia,9,اللهم صل وسلم وبارك على سيدنا محمد وعلى آله وصحبه أجمعين,@thikati_billah,4 weeks ago,1,0,positive,prophet,Emotional Response
safia,9,ربي يرحمها,@atouiassia4337,4 weeks ago,2,0,positive,mercy,Emotional Response
safia,9,للهم صلي وسلم وبارك وعلي سيدنا محمد وعلي اله وصحبه اجمعين,@HichamSlama-t2k,4 weeks ago,2,0,positive,prophet,Emotional Response
safia,9,اللهم صلِّ وسلم وبارك على سيدنا محمد وعلى آله وصحبه أجمعين يارب العالمين,@Khadijaboutaleb-j5b,4 weeks ago,2,0,positive,prophet,Emotional Response
safia,9,عليه افضل الصلاة والسلام,@TounaneTounane-qd4go,4 weeks ago,2,0,positive,prophet,Emotional Response
safia,9,اللهم صلى وسلم وبارك على سيدنا محمدا وعلى آله الطيبين الطاهرين,@ChobaulaAyachi-jl4cp,4 weeks ago,2,0,positive,prophet,Emotional Response
safia,9, @Faical_an2  صلى الله عليه و سلم,@FatiFati-ez6sc,3 weeks ago,2,0,positive,prophet,Emotional Response
safia,9,صفية انتي أقوا مسلسل ❤,@إسحاق-غ4ن,4 weeks ago,3,0,positive,series,Praise for the Series
safia,9,أعطوني ايفون,@boudjelthiamouade2163,4 weeks ago,2,0,humorous,phone,Emotional Response
safia,9,وكتاه الرباعة,@SPEEDY-q7j,4 weeks ago,2,0,neutral,season,Demand for More Content
safia,9,اول وحدة ❤❤❤,@WahibaBokhariBokhari,4 weeks ago,3,0,positive,,Emotional Response
safia,3,اروووع حلقة و العجوزة روووعة,@billamoi5542,10 hours ago, ,0,positive,episode - character,Praise for the Series
safia,3,البسينات على كل لون هههه و العجوزة  راهي فريدة صابونجي😂😂😂,@billamoi5542,10 hours ago, ,0,positive,character - comedy,Emotional Response
safia,3,تنحي علخاطر,@malakhimrouche,1 day ago, ,0,negative,dislike,Criticism of the Ending
safia,3,Mdrrrrrrr😂😂😂😂😂,@EtsLounes-r5r,2 days ago, ,0,positive,laughter,Emotional Response
safia,3,انا مندي حىمشاكل جايحين😂😂😂😂,@BnmhamdMonir,2 days ago, ,0,positive,comedy - problem,Emotional Response
safia,3,الممثلة هادي ضربة😅😅😅,@lynaaboude5546,2 days ago, ,0,positive,actress - performance,Appreciation for Characters
